04:35,52,25,F,00:06:29,00:23:45,00:49:45,01:50:55,03:57:30
03:51,61,28,M,00:04:50,00:17:20,00:36:05,01:20:10,02:51:00
04:42,50,48,F,00:06:43,00:24:40,00:51:40,01:55:30,04:08:10
04:06,57,33,M,00:05:22,00:19:05,00:39:45,01:28:35,03:08:50
04:53,50,23,F,00:06:49,00:25:00,00:52:35,01:57:25,04:12:00
03:43,62,21,M,00:04:42,00:16:50,00:35:00,01:17:50,02:46:15
04:19,54,42,F,00:06:10,00:22:25,00:46:40,01:43:30,03:41:30
04:23,53,38,M,00:05:39,00:20:00,00:41:40,01:33:05,03:18:15
04:37,51,27,F,00:06:32,00:23:55,00:50:10,01:52:05,04:00:00
03:58,59,29,M,00:05:00,00:18:00,00:37:30,01:23:25,02:57:50
04:46,50,49,F,00:06:47,00:24:55,00:52:30,01:57:15,04:11:45
04:01,58,36,M,00:05:06,00:18:15,00:38:00,01:24:40,03:00:50
04:50,50,26,F,00:06:46,00:24:50,00:52:00,01:56:15,04:09:40
03:39,63,20,M,00:04:38,00:16:35,00:34:30,01:16:40,02:43:20
04:15,54,46,F,00:06:06,00:22:10,00:46:20,01:42:50,03:40:30
04:29,52,31,M,00:05:48,00:20:25,00:42:30,01:34:55,03:22:15
04:33,52,24,F,00:06:27,00:23:35,00:49:15,01:49:55,03:55:00
03:54,60,27,M,00:05:01,00:18:00,00:37:35,01:23:35,02:58:10
04:48,50,41,F,00:06:44,00:24:45,00:51:50,01:55:50,04:08:50
04:04,57,35,M,00:05:19,00:18:55,00:39:20,01:27:45,03:07:00
04:55,50,29,F,00:06:51,00:25:10,00:52:50,01:58:00,04:13:20
03:41,62,23,M,00:04:40,00:16:45,00:34:50,01:17:30,02:45:40
04:17,54,43,F,00:06:07,00:22:15,00:46:25,01:43:00,03:40:40
04:24,53,39,M,00:05:41,00:20:05,00:41:50,01:33:35,03:19:20
04:38,51,21,F,00:06:33,00:24:00,00:50:20,01:52:20,04:01:00
03:56,60,25,M,00:05:03,00:18:10,00:37:45,01:24:00,02:59:00
04:44,50,50,F,00:06:45,00:24:50,00:52:15,01:56:45,04:10:50
03:59,59,30,M,00:05:02,00:18:05,00:37:40,01:23:45,02:58:30
04:52,50,27,F,00:06:48,00:25:00,00:52:40,01:57:35,04:12:15
03:37,63,26,M,00:04:36,00:16:30,00:34:10,01:15:50,02:41:20
04:12,55,47,F,00:06:00,00:21:45,00:45:30,01:41:00,03:36:40
04:27,52,32,M,00:05:46,00:20:20,00:42:25,01:34:40,03:21:50
04:30,52,23,F,00:06:24,00:23:25,00:48:50,01:48:47,03:52:55
03:44,61,22,M,00:04:43,00:16:55,00:35:10,01:18:10,02:47:00
04:57,50,44,F,00:06:53,00:25:15,00:53:05,01:58:45,04:14:50
04:00,58,31,M,00:05:04,00:18:10,00:37:50,01:24:25,03:00:05
04:16,55,48,F,00:06:03,00:21:55,00:45:45,01:41:30,03:37:40
04:22,53,34,M,00:05:37,00:19:50,00:41:20,01:32:20,03:16:30
04:36,52,26,F,00:06:30,00:23:50,00:50:00,01:51:30,03:59:00
03:47,61,29,M,00:04:46,00:17:05,00:35:35,01:18:55,02:48:40
04:49,50,41,F,00:06:45,00:24:50,00:52:15,01:56:45,04:10:50
04:08,56,36,M,00:05:14,00:18:40,00:38:55,01:26:52,03:05:03
04:13,54,49,F,00:06:04,00:22:00,00:46:00,01:42:15,03:39:00
04:25,52,33,M,00:05:43,00:20:10,00:42:00,01:33:55,03:20:00
04:39,51,20,F,00:06:34,00:24:05,00:50:30,01:52:45,04:01:45
03:52,61,24,M,00:04:51,00:17:25,00:36:15,01:20:30,02:51:40
04:47,51,46,F,00:06:40,00:24:35,00:51:30,01:55:04,04:07:05
04:05,57,37,M,00:05:20,00:19:00,00:39:35,01:28:15,03:08:15
04:54,50,22,F,00:06:50,00:25:05,00:52:45,01:57:45,04:12:40
03:38,63,25,M,00:04:37,00:16:30,00:34:20,01:16:15,02:42:20
04:21,53,40,F,00:06:11,00:22:30,00:46:50,01:44:00,03:42:35
04:30,52,35,M,00:05:49,00:20:30,00:42:45,01:35:15,03:23:00
04:34,52,28,F,00:06:28,00:23:40,00:49:30,01:50:30,03:56:40
03:49,60,20,M,00:04:56,00:17:45,00:36:55,01:22:10,02:55:00
04:59,50,43,F,00:06:55,00:25:25,00:53:30,01:59:30,04:16:15
04:02,58,38,M,00:05:08,00:18:25,00:38:20,01:25:25,03:02:00
04:41,51,25,F,00:06:36,00:24:15,00:50:50,01:53:35,04:04:00
03:55,60,25,M,00:05:03,00:18:10,00:37:45,01:24:00,02:59:00
04:20,53,38,F,00:06:11,00:22:30,00:46:50,01:44:00,03:42:35
04:05,57,30,M,00:05:20,00:19:00,00:39:35,01:28:15,03:08:15
04:45,51,22,F,00:06:38,00:24:25,00:51:10,01:54:00,04:04:40
04:10,55,42,M,00:05:33,00:19:35,00:40:50,01:31:10,03:14:10
04:35,52,47,F,00:06:30,00:23:50,00:50:00,01:51:30,03:59:00
03:40,63,20,M,00:04:39,00:16:40,00:34:40,01:17:00,02:44:00
04:50,50,40,F,00:06:46,00:24:50,00:52:00,01:56:15,04:09:40
04:00,58,35,M,00:05:04,00:18:10,00:37:50,01:24:25,03:00:05
04:40,51,30,F,00:06:34,00:24:05,00:50:30,01:52:45,04:01:45
03:35,65,24,M,00:04:30,00:16:05,00:33:30,01:14:20,02:38:00
04:42,50,48,F,00:06:43,00:24:40,00:51:40,01:55:30,04:08:10
04:07,57,32,M,00:05:22,00:19:05,00:39:45,01:28:35,03:08:50
04:52,50,25,F,00:06:48,00:25:00,00:52:40,01:57:35,04:12:15
03:50,61,27,M,00:04:50,00:17:20,00:36:05,01:20:10,02:51:00
04:15,54,43,F,00:06:06,00:22:10,00:46:20,01:42:50,03:40:30
04:25,52,39,M,00:05:43,00:20:10,00:42:00,01:33:55,03:20:00
04:30,52,28,F,00:06:24,00:23:25,00:48:50,01:48:47,03:52:55
03:45,62,21,M,00:04:43,00:16:55,00:35:10,01:18:10,02:47:00
04:55,50,45,F,00:06:51,00:25:10,00:52:50,01:58:00,04:13:20
04:02,58,36,M,00:05:08,00:18:25,00:38:20,01:25:25,03:02:00
04:41,51,33,F,00:06:36,00:24:15,00:50:50,01:53:35,04:04:00
03:48,60,29,M,00:04:55,00:17:40,00:36:45,01:21:50,02:54:30
04:13,54,44,F,00:06:04,00:22:00,00:46:00,01:42:15,03:39:00
04:28,52,37,M,00:05:47,00:20:25,00:42:30,01:34:55,03:22:15
04:36,52,23,F,00:06:30,00:23:50,00:50:00,01:51:30,03:59:00
03:53,60,26,M,00:05:00,00:17:55,00:37:25,01:23:15,02:57:30
04:46,50,49,F,00:06:47,00:24:55,00:52:30,01:57:15,04:11:45
04:07,57,34,M,00:05:23,00:19:10,00:40:00,01:29:15,03:10:00
04:56,50,29,F,00:06:52,00:25:15,00:53:00,01:58:30,04:14:20
03:42,62,24,M,00:04:41,00:16:50,00:34:55,01:17:40,02:46:00
04:18,54,41,F,00:06:08,00:22:20,00:46:30,01:43:10,03:41:00
04:31,52,36,M,00:05:49,00:20:30,00:42:45,01:35:15,03:23:00
04:39,51,26,F,00:06:34,00:24:05,00:50:30,01:52:45,04:01:45
03:55,60,21,M,00:05:02,00:18:05,00:37:40,01:23:45,02:58:30
04:49,50,46,F,00:06:45,00:24:50,00:52:15,01:56:45,04:10:50
04:03,58,32,M,00:05:10,00:18:30,00:38:30,01:25:40,03:02:30
04:10,55,44,F,00:05:57,00:21:35,00:45:00,01:40:00,03:34:40
04:26,52,39,M,00:05:45,00:20:15,00:42:15,01:34:25,03:21:00
04:32,52,22,F,00:06:26,00:23:30,00:49:00,01:49:25,03:54:00
03:46,61,20,M,00:04:45,00:17:00,00:35:25,01:18:35,02:48:00
04:58,50,40,F,00:06:54,00:25:20,00:53:15,01:59:00,04:15:30
04:09,56,30,M,00:05:16,00:18:45,00:39:05,01:27:10,03:05:55
04:14,54,45,F,00:06:05,00:22:05,00:46:10,01:42:30,03:39:30
04:20,53,37,M,00:05:35,00:19:40,00:41:00,01:31:30,03:14:50
04:35,52,25,F,00:06:29,00:23:45,00:49:45,01:50:55,03:57:30
03:51,61,28,M,00:04:50,00:17:20,00:36:05,01:20:10,02:51:00
04:42,50,48,F,00:06:43,00:24:40,00:51:40,01:55:30,04:08:10
04:06,57,33,M,00:05:22,00:19:05,00:39:45,01:28:35,03:08:50
04:53,50,23,F,00:06:49,00:25:00,00:52:35,01:57:25,04:12:00
03:43,62,21,M,00:04:42,00:16:50,00:35:00,01:17:50,02:46:15
04:19,54,42,F,00:06:10,00:22:25,00:46:40,01:43:30,03:41:30
04:23,53,38,M,00:05:39,00:20:00,00:41:40,01:33:05,03:18:15
04:37,51,27,F,00:06:32,00:23:55,00:50:10,01:52:05,04:00:00
03:58,59,29,M,00:05:00,00:18:00,00:37:30,01:23:25,02:57:50
04:46,50,49,F,00:06:47,00:24:55,00:52:30,01:57:15,04:11:45
04:01,58,36,M,00:05:06,00:18:15,00:38:00,01:24:40,03:00:50
04:50,50,26,F,00:06:46,00:24:50,00:52:00,01:56:15,04:09:40
03:39,63,20,M,00:04:38,00:16:35,00:34:30,01:16:40,02:43:20
04:15,54,46,F,00:06:06,00:22:10,00:46:20,01:42:50,03:40:30
04:29,52,31,M,00:05:48,00:20:25,00:42:30,01:34:55,03:22:15
04:33,52,24,F,00:06:27,00:23:35,00:49:15,01:49:55,03:55:00
03:54,60,27,M,00:05:01,00:18:00,00:37:35,01:23:35,02:58:10
04:48,50,41,F,00:06:44,00:24:45,00:51:50,01:55:50,04:08:50
04:04,57,35,M,00:05:19,00:18:55,00:39:20,01:27:45,03:07:00
04:55,50,29,F,00:06:51,00:25:10,00:52:50,01:58:00,04:13:20
03:41,62,23,M,00:04:40,00:16:45,00:34:50,01:17:30,02:45:40
04:17,54,43,F,00:06:07,00:22:15,00:46:25,01:43:00,03:40:40
04:24,53,39,M,00:05:41,00:20:05,00:41:50,01:33:35,03:19:20
04:38,51,21,F,00:06:33,00:24:00,00:50:20,01:52:20,04:01:00
03:56,60,25,M,00:05:03,00:18:10,00:37:45,01:24:00,02:59:00
04:44,50,50,F,00:06:45,00:24:50,00:52:15,01:56:45,04:10:50
03:59,59,30,M,00:05:02,00:18:05,00:37:40,01:23:45,02:58:30
04:52,50,27,F,00:06:48,00:25:00,00:52:40,01:57:35,04:12:15
03:37,63,26,M,00:04:36,00:16:30,00:34:10,01:15:50,02:41:20
04:12,55,47,F,00:06:00,00:21:45,00:45:30,01:41:00,03:36:40
04:27,52,32,M,00:05:46,00:20:20,00:42:25,01:34:40,03:21:50
04:30,52,23,F,00:06:24,00:23:25,00:48:50,01:48:47,03:52:55
03:44,61,22,M,00:04:43,00:16:55,00:35:10,01:18:10,02:47:00
04:57,50,44,F,00:06:53,00:25:15,00:53:05,01:58:45,04:14:50
04:00,58,31,M,00:05:04,00:18:10,00:37:50,01:24:25,03:00:05
04:16,55,48,F,00:06:03,00:21:55,00:45:45,01:41:30,03:37:40
04:22,53,34,M,00:05:37,00:19:50,00:41:20,01:32:20,03:16:30
04:36,52,26,F,00:06:30,00:23:50,00:50:00,01:51:30,03:59:00
03:47,61,29,M,00:04:46,00:17:05,00:35:35,01:18:55,02:48:40
04:49,50,41,F,00:06:45,00:24:50,00:52:15,01:56:45,04:10:50
04:08,56,36,M,00:05:14,00:18:40,00:38:55,01:26:52,03:05:03
04:13,54,49,F,00:06:04,00:22:00,00:46:00,01:42:15,03:39:00
04:25,52,33,M,00:05:43,00:20:10,00:42:00,01:33:55,03:20:00
04:39,51,20,F,00:06:34,00:24:05,00:50:30,01:52:45,04:01:45
03:52,61,24,M,00:04:51,00:17:25,00:36:15,01:20:30,02:51:40
04:47,51,46,F,00:06:40,00:24:35,00:51:30,01:55:04,04:07:05
04:05,57,37,M,00:05:20,00:19:00,00:39:35,01:28:15,03:08:15
04:54,50,22,F,00:06:50,00:25:05,00:52:45,01:57:45,04:12:40
03:38,63,25,M,00:04:37,00:16:30,00:34:20,01:16:15,02:42:20
04:21,53,40,F,00:06:11,00:22:30,00:46:50,01:44:00,03:42:35
04:30,52,35,M,00:05:49,00:20:30,00:42:45,01:35:15,03:23:00
04:34,52,28,F,00:06:28,00:23:40,00:49:30,01:50:30,03:56:40
03:49,60,20,M,00:04:56,00:17:45,00:36:55,01:22:10,02:55:00
04:59,50,43,F,00:06:55,00:25:25,00:53:30,01:59:30,04:16:15
04:02,58,38,M,00:05:08,00:18:25,00:38:20,01:25:25,03:02:00
04:41,51,25,F,00:06:36,00:24:15,00:50:50,01:53:35,04:04:00
